ID,Target_Form_ID,Source_Form_ID,Comment,Source,Likelihood,SourceLanguoid
104-149-1,104-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
105-149-1,105-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
106-149-1,106-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
107-149-1,107-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
108-149-1,108-149-1,,,Rieler2009,possible,North-Western-Indo-European
203-149-1,203-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
204-149-1,204-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
207-149-1,207-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
208-149-1,208-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
209-149-1,209-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
210-149-1,210-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
211-149-1,211-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
212-149-1,212-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
401-149-1,401-149-1,,,Koivulehto2001;SSA,possible,North-Western-Indo-European
301-149-1,301-149-1,,,vanPareren2009,possible,Baltic
501-149-1,501-149-1,,,Kalima1911,probable,Russian
101-149-1,101-149-1,,,Lagercrantz1939,clear,North Germanic
301-15-1,301-15-1,,,MordWb,clear,Russian
203-150-1,203-150-1,,,LAGLOS;SSA;NES,clear,Germanic
207-150-1,207-150-1,,,LAGLOS;SSA;NES,clear,Germanic
212-150-1,212-150-1,,,LAGLOS;SSA;NES,clear,Germanic
209-150-1,209-150-1,,,LAGLOS;SSA;NES,clear,Germanic
210-150-1,210-150-1,,,LAGLOS;SSA;NES,clear,Germanic
211-150-1,211-150-1,,,LAGLOS;SSA;NES,clear,Germanic
107-150-1,107-150-1,,,Itkonen1958b,clear,Russian
209-150-2,209-150-2,,,VKJMS,clear,Russian
101-151-2,101-151-2,,,Qvigstad1893,clear,North Germanic
102-151-1,102-151-1,,,Qvigstad1893,clear,North Germanic
104-151-1,104-151-1,,,Qvigstad1893,clear,North Germanic
203-152-1,203-152-1,,,SSA;NES;EES;UEW,possible,Indo-European
204-152-1,204-152-1,,,SSA;NES;EES;UEW,possible,Indo-European
208-152-1,208-152-1,,,SSA;NES;EES;UEW,possible,Indo-European
209-152-1,209-152-1,,,SSA;NES;EES;UEW,possible,Indo-European
212-152-1,212-152-1,,,SSA;NES;EES;UEW,possible,Indo-European
210-152-2,210-152-2,,,Saarikivi2009,possible,Slavic
104-152-1,104-152-1,,,Sammallahti1998,clear,Finnic
105-152-1,105-152-1,,,Sammallahti1998,clear,Finnic
108-152-1,108-152-1,,,Rieler2009,clear,Finnic
105-152-2,105-152-2,,,Sammallahti1998,clear,North Germanic
106-152-1,106-152-1,,,Sammallahti1998,clear,North Germanic
107-152-1,107-152-1,,,Sammallahti1998,clear,North Germanic
102-152-1,102-152-1,,,Schlachter1958,clear,Finnic
401-152-2,401-152-2,,,TscherWb,clear,Volga Bulgar Turkic
102-153-1,102-153-1,,,Lehtiranta1989,clear,North Germanic
104-153-1,104-153-1,,,Lehtiranta1989,clear,North Germanic
105-153-1,105-153-1,,,Lehtiranta1989,clear,North Germanic
106-153-1,106-153-1,,,Lehtiranta1989,clear,North Germanic
106-153-2,106-153-2,,,Lehtiranta1989,clear,North Germanic
107-153-1,107-153-1,,,Lehtiranta1989,clear,North Germanic
108-153-1,108-153-1,,,Rieler2009,clear,North Germanic
203-154-1,203-154-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
207-154-1,207-154-1,,,SSA,clear,Russian
208-154-2,208-154-2,,,SSA,clear,Russian
209-154-2,209-154-2,,,SSA,clear,Russian
301-154-1,301-154-1,,,Butylov2007;Paasonen1897,clear,Volga Bulgar Turkic
504-154-1,504-154-1,,,WotjWsch,clear,Tatar
501-154-1,501-154-1,,,SyrjWsch,clear,Russian
503-154-1,503-154-1,,,MH,clear,Russian
504-154-2,504-154-2,,,WotjWsch,clear,Russian
401-154-1,401-154-1,,,TscherWb,clear,Chuvash
108-155-1,108-155-1,,,Rieler2009,probable,North Germanic
101-155-2,101-155-2,,,MH,clear,Swedish
204-156-1,204-156-1,,,SSA,probable,Germanic
207-156-1,207-156-1,,,SSA,probable,Germanic
208-156-1,208-156-1,,,SSA,probable,Germanic
210-156-1,210-156-1,,,EES,possible,Germanic_or_Baltic
211-156-1,211-156-1,,,EES,possible,Germanic_or_Baltic
211-156-2,211-156-2,,,SSA;Junttila2015,probable,Baltic
211-156-3,211-156-3,,,SSA;Junttila2015,probable,Baltic
212-156-1,212-156-1,,,SSA;Junttila2015,probable,Baltic
401-156-1,401-156-1,,,TscherWb,clear,Chuvash
105-158-3,105-158-3,,,Sammallahti1998,possible,Finnic
301-158-2,301-158-2,,,Grunthal2012;vanPareren2009,possible,Baltic
108-158-1,108-158-1,,,Rieler2009,probable,Finnic
203-159-1,203-159-1,,,SSA,clear,North Germanic
101-159-1,101-159-1,,,SSA,clear,North Germanic
104-159-1,104-159-1,,,SSA,clear,North Germanic
105-159-1,105-159-1,,,SSA,clear,North Germanic
106-159-1,106-159-1,,,SSA,clear,North Germanic
101-159-2,101-159-2,,,Lagercrantz1939,clear,North Germanic
102-159-1,102-159-1,,,Schlachter1958,clear,North Germanic
104-159-2,104-159-2,,,Lagercrantz1939,clear,North Germanic
105-159-2,105-159-2,,,Lagercrantz1939,clear,North Germanic
106-159-2,106-159-2,,,MH,clear,North Germanic
203-159-2,203-159-2,,,Bentlin2008;SSA,possible,North Germanic_or_Low German
208-159-2,208-159-2,,,SSA,clear,North Germanic
209-159-2,209-159-2,,,SSA,clear,North Germanic
204-159-2,204-159-2,,,SSA,clear,Finnic
106-159-3,106-159-3,,,MH,clear,Finnic
0-16-1,0-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
101-16-1,101-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
102-16-1,102-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
104-16-1,104-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
105-16-1,105-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
106-16-1,106-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
107-16-1,107-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
108-16-1,108-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
203-16-1,203-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
204-16-1,204-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
207-16-1,207-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
208-16-1,208-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
209-16-1,209-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
210-16-1,210-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
211-16-1,211-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
212-16-1,212-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
301-16-1,301-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
401-16-1,401-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
501-16-1,501-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
503-16-1,503-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
504-16-1,504-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
601-16-1,601-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
701-16-1,701-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
807-16-1,807-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
901-16-1,901-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
902-16-1,902-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
907-16-1,907-16-1,,,Koivulehto1999;SSA;NES;UEW;EES,probable,Proto-Indo-European
203-160-1,203-160-1,,,Koivulehto2001,probable,Proto-Indo-European
204-160-1,204-160-1,,,Koivulehto2001,probable,Proto-Indo-European
207-160-1,207-160-1,,,Koivulehto2001,probable,Proto-Indo-European
208-160-1,208-160-1,,,Koivulehto2001,probable,Proto-Indo-European
209-160-1,209-160-1,,,Koivulehto2001,probable,Proto-Indo-European
210-160-1,210-160-1,,,Koivulehto2001,probable,Proto-Indo-European
212-160-1,212-160-1,,,Koivulehto2001,probable,Proto-Indo-European
208-160-2,208-160-2,,,EES,clear,Baltic
209-160-2,209-160-2,,,EES,clear,Baltic
210-160-2,210-160-2,,,EES,clear,Baltic
211-160-1,211-160-1,,,EES,clear,Baltic
501-160-1,501-160-1,,,Saarikivi2018;Csucs2005;KESK,possible,Western Uralic
503-160-1,503-160-1,,,Saarikivi2018;Csucs2005;KESK,possible,Western Uralic
504-160-1,504-160-1,,,Saarikivi2018;Csucs2005;KESK,possible,Western Uralic
101-160-2,101-160-2,,,Lagercrantz1939,possible,North Germanic
301-161-1,301-161-1,,,Versinin2004,clear,Russian
504-161-1,504-161-1,,,Saarikivi2018,possible,Western Uralic
401-161-2,401-161-2,,,TscherWb,clear,Chuvash
210-162-1,210-162-1,,,EES,possible,Indo-Iranian
504-162-1,504-162-1,,,EES,possible,Indo-Iranian
907-162-1,907-162-1,,,SolkWb,possible,Yeniseian
907-162-2,907-162-2,,,SolkWb,possible,Yeniseian
101-163-1,101-163-1,,,Lagercrantz1939,clear,North Germanic
102-163-1,102-163-1,,,Lagercrantz1939,clear,North Germanic
104-163-1,104-163-1,,,Sammallahti1998,clear,North Germanic
105-163-2,105-163-2,,,Sammallahti1998,clear,North Germanic
106-163-1,106-163-1,,,Sammallahti1998,clear,North Germanic
401-163-1,401-163-1,,,Isanbaev1994,probable,Tatar
907-163-1,907-163-1,,,SolkWb,possible,Yeniseian
907-163-2,907-163-2,,,SolkWb,possible,Yeniseian
503-163-1,503-163-1,,,KoPRSl,clear,Russian
212-163-1,212-163-1,,,EES,probable,Estonian
105-165-1,105-165-1,,,Kuokkala2018;Sammallahti1998,clear,Finnic
106-165-1,106-165-1,,,SSA,clear,Finnic
107-165-1,107-165-1,,,SSA,clear,Finnic
108-165-1,108-165-1,,,SSA,clear,Finnic
102-165-1,102-165-1,,,Schlachter1958,clear,North Germanic
104-165-1,104-165-1,,,SSA,clear,North Germanic
204-165-2,204-165-2,,,MH,clear,Russian
207-165-2,207-165-2,,,MH,clear,Russian
101-165-1,101-165-1,,,Aikio2012,clear,Indo-Iranian
208-166-2,208-166-2,,,EES,clear,Germanic
209-166-1,209-166-1,,,EES,clear,Germanic
210-166-1,210-166-1,,,EES,clear,Germanic
210-166-2,210-166-2,,,EES,clear,Germanic
211-166-1,211-166-1,,,EES,clear,Germanic
212-166-1,212-166-1,,,EES,clear,Germanic
207-166-1,207-166-1,,,MH,clear,Russian
401-166-1,401-166-1,,,TscherWb,clear,Chuvash
301-166-2,301-166-2,,,MordWb,clear,Russian
106-167-1,106-167-1,,,SSA,possible,Finnic
701-167-1,701-167-1,,,Redei1970,probable,Komi
401-167-2,401-167-2,,,TscherWb,clear,Tatar
503-167-3,503-167-3,,,KoPRSl,clear,Russian
209-167-1,209-167-1,,,VKJMS,clear,Russian
101-167-1,101-167-1,,,Lagercrantz1939,possible,North Germanic
807-167-2,807-167-2,,,DEWOS,clear,Komi
203-168-1,203-168-1,,,SSA,probable,North Germanic
204-168-1,204-168-1,,,SSA,probable,North Germanic
208-168-1,208-168-1,,,SSA,probable,North Germanic
209-168-1,209-168-1,,,SSA,probable,North Germanic
210-168-1,210-168-1,,,SSA,probable,North Germanic
210-168-2,210-168-2,,,SSA,probable,North Germanic
211-168-1,211-168-1,,,SSA,probable,North Germanic
211-168-2,211-168-2,,,SSA,probable,North Germanic
101-168-1,101-168-1,,,SSA,possible,Finnic
102-168-1,102-168-1,,,SSA,possible,Finnic
104-168-1,104-168-1,,,SSA,possible,Finnic
105-168-2,105-168-2,,,SSA,possible,Finnic
106-168-2,106-168-2,,,SSA,possible,Finnic
101-168-3,101-168-3,,,Lagercrantz1939,clear,North Germanic
101-169-1,101-169-1,,,Sammallahti1998,clear,Finnic
104-169-1,104-169-1,,,Sammallahti1998,clear,Finnic
105-169-1,105-169-1,,,Sammallahti1998,clear,Finnic
106-169-1,106-169-1,,,Sammallahti1998,clear,Finnic
107-169-1,107-169-1,,,Sammallahti1998,clear,Finnic
108-169-1,108-169-1,,,Rieler2009,clear,Finnic
102-169-1,102-169-1,,,Lagercrantz1939,clear,North Germanic
104-169-2,104-169-2,,,Lagercrantz1939,clear,North Germanic
401-169-1,401-169-1,,,TscherWb,possible,Turkic
501-169-1,501-169-1,,,Holopainen2019,possible,Indo-Iranian_or_Iranian
503-169-1,503-169-1,,,Holopainen2019,possible,Indo-Iranian_or_Iranian
504-169-1,504-169-1,,,Holopainen2019,possible,Indo-Iranian_or_Iranian
101-169-2,101-169-2,,,Lagercrantz1939,clear,North Germanic
203-169-1,203-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
204-169-1,204-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
207-169-1,207-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
208-169-1,208-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
209-169-1,209-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
210-169-1,210-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
211-169-1,211-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
212-169-1,212-169-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
501-169-2,501-169-2,,,Kalima1911,clear,Russian
701-169-1,701-169-1,,,Redei1970,clear,Komi
807-169-1,807-169-1,,,Toivonen1956,clear,Komi
601-169-1,601-169-1,,,WOT;TESz,possible,West Old Turkic_or_ Khazar
203-17-1,203-17-1,,,Vaba2011,probable,Baltic
204-17-1,204-17-1,,,Vaba2011,probable,Baltic
208-17-1,208-17-1,,,Vaba2011,probable,Baltic
209-17-1,209-17-1,,,Vaba2011,probable,Baltic
210-17-1,210-17-1,,,Vaba2011,probable,Baltic
211-17-1,211-17-1,,,Vaba2011,probable,Baltic
212-17-1,212-17-1,,,Vaba2011,probable,Baltic
501-17-1,501-17-1,,,Koivulehto2001;Koivulehto1988;Holopainen2019,clear,Indo-Iranian
503-17-1,503-17-1,,,Koivulehto2001;Koivulehto1988;Holopainen2019,clear,Indo-Iranian
504-17-1,504-17-1,,,Koivulehto2001;Koivulehto1988;Holopainen2019,clear,Indo-Iranian
601-17-1,601-17-1,,,WOT;TESz,possible,Volga Bulgar Turkic
104-17-2,104-17-2,,,MH,clear,North Germanic
105-170-1,105-170-1,,,SSA,clear,Baltic
106-170-1,106-170-1,,,SSA,clear,Baltic
107-170-1,107-170-1,,,SSA,clear,Baltic
108-170-1,108-170-1,,,Rieler2009,probable,Baltic
203-170-1,203-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
204-170-1,204-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
207-170-1,207-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
208-170-1,208-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
209-170-1,209-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
210-170-1,210-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
211-170-1,211-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
212-170-1,212-170-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
501-170-1,501-170-1,,,Csucs2005;RedeiRonaTas1972;KESK,clear,Volga Bulgar Turkic
503-170-1,503-170-1,,,Csucs2005;RedeiRonaTas1972;KESK,clear,Volga Bulgar Turkic
504-170-1,504-170-1,,,Csucs2005;RedeiRonaTas1972;KESK,clear,Volga Bulgar Turkic
701-170-1,701-170-1,,,DEWOS,clear,Tatar
102-170-1,102-170-1,,,SSA,clear,North Germanic
104-170-1,104-170-1,,,SSA,clear,North Germanic
203-170-2,203-170-2,,,Holopainen2019;vanLinde2007;Koivulehto1983,probable,Baltic
209-170-2,209-170-2,,,Holopainen2019;vanLinde2007;Koivulehto1983,probable,Baltic
105-172-2,105-172-2,,,SSA,clear,North Germanic
212-173-2,212-173-2,,,Suhonen1973,clear,Latvian
204-173-2,204-173-2,,,SSA,probable,Slavic
101-173-1,101-173-1,,,Lehtiranta1989,clear,Finnic
102-173-1,102-173-1,,,Lehtiranta1989,clear,Finnic
104-173-1,104-173-1,,,Lehtiranta1989,clear,Finnic
105-173-1,105-173-1,,,Sammallahti1998,clear,Finnic
106-173-1,106-173-1,,,Lehtiranta1989,clear,Finnic
107-173-1,107-173-1,,,Lehtiranta1989,clear,Finnic
108-173-1,108-173-1,,,Rieler2009,clear,Finnic
203-174-1,203-174-1,,,Koivulehto1985;EES,possible,Indo-European
204-174-1,204-174-1,,,Koivulehto1985;EES,possible,Indo-European
207-174-1,207-174-1,,,Koivulehto1985;EES,possible,Indo-European
208-174-1,208-174-1,,,Koivulehto1985;EES,possible,Indo-European
209-174-1,209-174-1,,,Koivulehto1985;EES,possible,Indo-European
210-174-1,210-174-1,,,Koivulehto1985;EES,possible,Indo-European
211-174-1,211-174-1,,,Koivulehto1985;EES,possible,Indo-European
212-174-1,212-174-1,,,Koivulehto1985;EES,possible,Indo-European
301-174-1,301-174-1,,,Koivulehto1985;EES,possible,Indo-European
107-174-1,107-174-1,,,SSA,clear,Finnic
108-174-1,108-174-1,,,Rieler2009,clear,Finnic
203-175-1,203-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
204-175-1,204-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
207-175-1,207-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
208-175-1,208-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
209-175-1,209-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
210-175-1,210-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
211-175-1,211-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
212-175-1,212-175-1,,,Holopainen2019;Koivulehto1999;Katz2003,clear,Indo-Iranian
102-175-2,102-175-2,,,Qvigstad1893,clear,North Germanic
401-175-1,401-175-1,,,TscherWb,clear,Chuvash
208-176-2,208-176-2,,,EES;SSA,possible,Germanic
208-176-3,208-176-3,,,EES;SSA,possible,Germanic
209-176-1,209-176-1,,,EES;SSA,possible,Germanic
210-176-1,210-176-1,,,EES;SSA,possible,Germanic
211-176-1,211-176-1,,,EES;SSA,possible,Germanic
212-176-1,212-176-1,,,EES;SSA,possible,Germanic
207-177-1,207-177-1,,,SSA,clear,Russian
211-177-1,211-177-1,,,SSA,clear,Russian
105-177-2,105-177-2,,,SSA,clear,Finnic
107-177-2,107-177-2,,,MH,clear,Russian
401-178-1,401-178-1,,,TscherWb;Rasanen1923,clear,Tatar
105-178-1,105-178-1,,,Aikio2012,clear,North Germanic
106-178-1,106-178-1,,,Aikio2012,clear,North Germanic
601-178-1,601-178-1,,,WOT;TESz,probable,West Old Turkic
807-178-1,807-178-1,,,Kalman1961,clear,Komi
401-178-3,401-178-3,,,TscherWb,clear,Chuvash
601-178-2,601-178-2,,,WOT;TESz,possible,West Old Turkic
107-178-2,107-178-2,,,Lehtiranta1989,probable,Finnic
101-179-1,101-179-1,,,SSA,clear,Finnic
102-179-1,102-179-1,,,SSA,clear,Finnic
104-179-1,104-179-1,,,SSA,clear,Finnic
105-179-1,105-179-1,,,SSA,clear,Finnic
203-179-1,203-179-1,,,Junttila2015;SSA;NES,clear,Baltic
204-179-1,204-179-1,,,Junttila2015;SSA;NES,clear,Baltic
204-179-3,204-179-3,,,Holopainen2019;EES,clear,Iranian
207-179-1,207-179-1,,,Holopainen2019;EES,clear,Iranian
208-179-1,208-179-1,,,Holopainen2019;EES,clear,Iranian
209-179-1,209-179-1,,,Holopainen2019;EES,clear,Iranian
210-179-1,210-179-1,,,EES,possible,Slavic
212-179-1,212-179-1,,,EES,possible,Slavic
102-179-2,102-179-2,,,Schlachter1958,clear,North Germanic
107-179-1,107-179-1,,,MH,probable,Finnic
503-179-1,503-179-1,,,Redei1968,clear,Russian
105-18-1,105-18-1,,,EVE;Sammallahti1998,possible,Indo-Iranian_or_Indo-European
106-18-1,106-18-1,,,EVE;Sammallahti1998,possible,Indo-Iranian_or_Indo-European
107-18-1,107-18-1,,,EVE;Sammallahti1998,possible,Indo-Iranian_or_Indo-European
108-18-1,108-18-1,,,EVE;Sammallahti1998,possible,Indo-Iranian_or_Indo-European
101-18-1,101-18-1,,,Lehtiranta1989,clear,North Germanic
102-18-1,102-18-1,,,Lehtiranta1989,clear,North Germanic
104-18-1,104-18-1,,,Lehtiranta1989,clear,North Germanic
401-18-2,401-18-2,,,TscherWb,clear,Chuvash
601-18-1,601-18-1,,,Zaicz2006;TESz,possible,Iranian
101-180-2,101-180-2,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
102-180-1,102-180-1,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
104-180-1,104-180-1,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
104-180-2,104-180-2,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
105-180-1,105-180-1,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
106-180-1,106-180-1,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
107-180-1,107-180-1,,,Koivulehto2006;Sammallahti1998,possible,Balto-Slavic
208-183-2,208-183-2,,,EES,probable,Estonian
807-183-1,807-183-1,,,DEWOS,clear,Komi
203-184-1,203-184-1,,,SSA;NES;EES,clear,Swedish
204-184-1,204-184-1,,,SSA;NES;EES,clear,Swedish
208-184-1,208-184-1,,,,clear,Swedish
209-184-1,209-184-1,,,SSA;NES;EES,clear,Swedish
210-184-1,210-184-1,,,EES;SSA;NES,clear,Swedish
211-184-1,211-184-1,,,EES;SSA;NES,clear,Swedish
212-184-1,212-184-1,,,SSA,possible,Estonian
104-184-1,104-184-1,,,Sammallahti2001,possible,Proto-Indo-European
105-184-1,105-184-1,,,Sammallahti2001;Aikio2006;Sammallahti1998,possible,Proto-Indo-European
106-184-1,106-184-1,,,Sammallahti2001,possible,Proto-Indo-European
107-184-1,107-184-1,,,Sammallahti2001,possible,Proto-Indo-European
102-184-1,102-184-1,,,Schlachter1958,clear,North Germanic
301-184-1,301-184-1,,,CygnakinMosin2015,clear,Russian
601-184-1,601-184-1,,,Kniezsa1974;Zaicz2006;TESz,clear,Slavic
401-184-1,401-184-1,,,TscherWb,clear,Chuvash
601-184-2,601-184-2,,,WOT;TESz,clear,West Old Turkic
701-184-1,701-184-1,,,Redei1970,possible,Komi
211-184-2,211-184-2,,,koponenetelaviron1998,clear,Latvian
101-184-1,101-184-1,,,Lagercrantz1939,clear,North Germanic
101-185-1,101-185-1,,,Lagercrantz1939,clear,North Germanic
102-185-2,102-185-2,,,Schlachter1958,clear,North Germanic
401-185-3,401-185-3,,,Csucs2005,clear,Tatar
907-185-1,907-185-1,,,SolkWb,possible,Yeniseian
807-186-1,807-186-1,,,Futaky1975,possible,Tungusic
105-187-2,105-187-2,,,SSA,clear,Finnic
108-189-2,108-189-2,,,Rieler2009,clear,Russian
208-191-3,208-191-3,,,SSA,clear,Finnish
209-191-2,209-191-2,,,Junttila2015;SSA,clear,Baltic
204-192-1,204-192-1,,,SSA,clear,Russian
210-192-1,210-192-1,,,EES,clear,Germanic
211-192-1,211-192-1,,,EES,clear,Germanic
212-192-1,212-192-1,,,EES,clear,Germanic
105-192-1,105-192-1,,,Sammallahti1998;SSA,clear,Finnic
106-192-1,106-192-1,,,SSA,clear,Finnic
401-192-1,401-192-1,,,TscherWb,clear,Chuvash
208-192-1,208-192-1,,,SSA,clear,Finnish
209-192-1,209-192-1,,,SSA,clear,Russian
301-192-2,301-192-2,,,MordWb,clear,Russian
501-192-2,501-192-2,,,Kalima1911,clear,Russian
503-192-1,503-192-1,,,Rogov1869,clear,Russian
203-194-1,203-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
208-194-1,208-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
209-194-1,209-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
210-194-1,210-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
211-194-1,211-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
212-194-1,212-194-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
101-194-1,101-194-1,,,Lagercrantz1939,clear,North Germanic
101-194-2,101-194-2,,,Lagercrantz1939,clear,North Germanic
401-195-1,401-195-1,,,TscherWb,clear,Chuvash
601-197-1,601-197-1,,,Zaicz2006,possible,Iranian
203-198-1,203-198-1,,,vanLinde2007;EES,clear,Germanic
204-198-1,204-198-1,,,vanLinde2007;EES,clear,Germanic
207-198-1,207-198-1,,,vanLinde2007;EES,clear,Germanic
208-198-1,208-198-1,,,vanLinde2007;EES,clear,Germanic
210-198-1,210-198-1,,,vanLinde2007;EES,clear,Germanic
212-198-1,212-198-1,,,vanLinde2007;EES,clear,Germanic
208-199-2,208-199-2,,,EES,possible,Iranian
209-199-1,209-199-1,,,EES,possible,Iranian
210-199-1,210-199-1,,,EES,possible,Iranian
106-20-1,106-20-1,,,SSA,clear,Finnic
101-200-1,101-200-1,,,Koivulehto2003,possible,Proto-Indo-European
102-200-1,102-200-1,,,Koivulehto2003,possible,Proto-Indo-European
104-200-1,104-200-1,,,Koivulehto2003,possible,Proto-Indo-European
105-200-1,105-200-1,,,Koivulehto2003,possible,Proto-Indo-European
106-200-1,106-200-1,,,Koivulehto2003,possible,Proto-Indo-European
107-200-1,107-200-1,,,Koivulehto2003,possible,Proto-Indo-European
108-200-1,108-200-1,,,Koivulehto2003,possible,Proto-Indo-European
203-200-1,203-200-1,,,Koivulehto2003,possible,Proto-Indo-European
204-200-1,204-200-1,,,Koivulehto2003,possible,Proto-Indo-European
207-200-1,207-200-1,,,Koivulehto2003,possible,Proto-Indo-European
208-200-1,208-200-1,,,Koivulehto2003,possible,Proto-Indo-European
209-200-1,209-200-1,,,Koivulehto2003,possible,Proto-Indo-European
210-200-1,210-200-1,,,Koivulehto2003,possible,Proto-Indo-European
212-200-1,212-200-1,,,Koivulehto2003,possible,Proto-Indo-European
211-200-1,211-200-1,,,EES,possible,Proto-Indo-European
401-200-1,401-200-1,,,Koivulehto2001,probable,Proto-Indo-European
501-200-1,501-200-1,,,Koivulehto2001,probable,Proto-Indo-European
503-200-1,503-200-1,,,Koivulehto2001,probable,Proto-Indo-European
503-200-2,503-200-2,,,Koivulehto2001,probable,Proto-Indo-European
504-200-1,504-200-1,,,Koivulehto2001,probable,Proto-Indo-European
601-200-1,601-200-1,,,Koivulehto2001,probable,Proto-Indo-European
907-200-1,907-200-1,,,Koivulehto2001,possible,Proto-Indo-European
203-202-1,203-202-1,,,Junttila2015,probable,Baltic
204-202-1,204-202-1,,,Junttila2015,probable,Baltic
207-202-1,207-202-1,,,Junttila2015,probable,Baltic
