ID,Target_Form_ID,Source_Form_ID,Comment,Source,Likelihood,SourceLanguoid
210-87-1,210-87-1,,,Junttila2015;EES,clear,Baltic
107-88-1,107-88-1,,,Lehtiranta1989,clear,Finnic
203-89-1,203-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
204-89-1,204-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
207-89-1,207-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
208-89-1,208-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
209-89-1,209-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
210-89-1,210-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian_or_Indo-European
212-89-1,212-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999,possible,Indo-Iranian
301-89-1,301-89-1,,,Holopainen2017;Koivulehto1999,possible,Indo-Iranian
102-89-1,102-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999;Koivulehto1988,possible,Indo-Iranian_or_Indo-European
104-89-1,104-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999;Koivulehto1988,possible,Indo-Iranian_or_Indo-European
105-89-1,105-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999;Koivulehto1988,possible,Indo-Iranian_or_Indo-European
106-89-1,106-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999;Koivulehto1988,possible,Indo-Iranian_or_Indo-European
107-89-1,107-89-1,,,Holopainen2018;Holopainen2019;Koivulehto1999;Koivulehto1988,possible,Indo-Iranian_or_Indo-European
401-89-1,401-89-1,,,Holopainen2019,possible,Indo-Iranian_or_Iranian
504-89-2,504-89-2,,borrowed to Pre-Permic,Holopainen2019,clear,Indo-Iranian
101-9-1,101-9-1,,,Koivulehto1999a,clear,North Germanic
102-9-1,102-9-1,,,Koivulehto1999a,clear,North Germanic
104-9-1,104-9-1,,,Koivulehto1999a,clear,North Germanic
105-9-1,105-9-1,,,Koivulehto1999a,clear,North Germanic
106-9-1,106-9-1,,,Koivulehto1999a,clear,North Germanic
107-9-1,107-9-1,,,Holopainen2019,clear,Indo-Iranian
107-9-2,107-9-2,,,Holopainen2019,clear,Indo-Iranian
108-9-1,108-9-1,,,Holopainen2019,clear,Indo-Iranian
301-9-2,301-9-2,,,Holopainen2019,clear,Indo-Iranian
301-9-3,301-9-3,,,MordWb,clear,Russian
101-90-1,101-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
102-90-1,102-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
104-90-1,104-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
105-90-1,105-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
106-90-1,106-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
107-90-1,107-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
108-90-1,108-90-1,,,Holopainen2018;Holopainen2019;Koivulehto2001,possible,Indo-Iranian_or_Iranian
203-91-1,203-91-1,,,LAGLOS,clear,Germanic
204-91-1,204-91-1,,,LAGLOS,clear,Germanic
207-91-1,207-91-1,,,LAGLOS,clear,Germanic
208-91-1,208-91-1,,,LAGLOS,clear,Germanic
209-91-1,209-91-1,,,LAGLOS,clear,Germanic
209-91-2,209-91-2,,,LAGLOS,clear,Germanic
210-91-1,210-91-1,,,LAGLOS,clear,Germanic
211-91-1,211-91-1,,,LAGLOS,clear,Germanic
212-91-1,212-91-1,,,LAGLOS,clear,Germanic
401-91-1,401-91-1,,,Rasanen1923,clear,Tatar
101-91-1,101-91-1,,,Lagercrantz1939,clear,North Germanic
901-91-1,901-91-1,,,,clear,Russian
401-92-1,401-92-1,,,TscherWb,clear,Volga Bulgar Turkic
501-92-1,501-92-1,,,SyrjWsch,clear,Russian
108-93-1,108-93-1,,,Rieler2009,clear,Germanic
207-93-1,207-93-1,,,MH,clear,Russian
105-93-1,105-93-1,,,SSA,clear,North Germanic
107-93-1,107-93-1,,,Itkonen1958,clear,Russian
401-93-1,401-93-1,,,TscherWb,clear,Tatar
101-93-1,101-93-1,,,Lagercrantz1939,clear,North Germanic
209-93-2,209-93-2,,,VKJMS,clear,Russian
204-93-1,204-93-1,,,SSA,clear,North Germanic
101-94-1,101-94-1,,,Itkonen1958b,clear,North Germanic
102-94-1,102-94-1,,,Itkonen1958b,clear,North Germanic
104-94-1,104-94-1,,,Itkonen1958b,clear,North Germanic
105-94-1,105-94-1,,,Itkonen1958b,clear,North Germanic
106-94-1,106-94-1,,,Itkonen1958b,clear,North Germanic
107-94-1,107-94-1,,,Itkonen1958b,clear,North Germanic
601-94-1,601-94-1,,,Koivulehto1999,probable,Indo-European
907-94-1,907-94-1,,,SolkWb,probable,Iranian
108-94-1,108-94-1,,,Rieler2009,clear,Russian
203-94-1,203-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
204-94-1,204-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
207-94-1,207-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
208-94-1,208-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
209-94-1,209-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
210-94-1,210-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
211-94-1,211-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
212-94-1,212-94-1,,,Junttila2015;vanLinde2007,probable,Indo-European
301-94-1,301-94-1,,,Koivulehto1999,probable,Indo-European
401-94-1,401-94-1,,,Koivulehto1999,probable,Indo-European
501-94-1,501-94-1,,,Koivulehto1999,probable,Indo-European
503-94-1,503-94-1,,,Koivulehto1999,probable,Indo-European
504-94-1,504-94-1,,,Koivulehto1999,probable,Indo-European
401-94-2,401-94-2,,,Koivulehto1999,probable,Indo-European
701-94-1,701-94-1,,,Redei1970,possible,Udmurt
807-94-1,807-94-1,,,DEWOS,possible,Indo-European
203-95-1,203-95-1,,,LAGLOS,probable,Germanic
209-95-1,209-95-1,,,LAGLOS,probable,Germanic
210-95-1,210-95-1,,,LAGLOS,probable,Germanic
211-95-1,211-95-1,,,LAGLOS,probable,Germanic
212-95-1,212-95-1,,,LAGLOS,probable,Germanic
401-95-1,401-95-1,,,TscherWb,clear,Chuvash
203-96-1,203-96-1,,,SSA;NES;EES,possible,Germanic
204-96-1,204-96-1,,,SSA;NES;EES,possible,Germanic
207-96-1,207-96-1,,,SSA;NES;EES,possible,Germanic
208-96-1,208-96-1,,,SSA;NES;EES,possible,Germanic
209-96-1,209-96-1,,,SSA;NES;EES,possible,Germanic
204-96-2,204-96-2,,,SSA;NES;EES,possible,Germanic
210-96-1,210-96-1,,,EES,possible,Germanic
211-96-1,211-96-1,,,EES,possible,Germanic
211-96-2,211-96-2,,,EES,possible,Germanic
212-96-1,212-96-1,,,EES,possible,Germanic
101-96-1,101-96-1,,,Sammallahti1998,clear,North Germanic
102-96-2,102-96-2,,,Sammallahti1998,clear,North Germanic
104-96-1,104-96-1,,,Sammallahti1998,clear,North Germanic
105-96-2,105-96-2,,,Sammallahti1998,clear,North Germanic
701-96-1,701-96-1,,,DEWOS,probable,Khanty
601-96-1,601-96-1,,,WOT,clear,West Old Turkic
601-96-2,601-96-2,,,WOT,clear,West Old Turkic
203-97-1,203-97-1,,,SSA;NES,probable,Germanic
204-97-1,204-97-1,,,SSA;NES,probable,Germanic
207-97-1,207-97-1,,,SSA;NES,probable,Germanic
209-97-1,209-97-1,,,EES;SSA,possible,Germanic_or_North_Germanic
210-97-1,210-97-1,,,EES;SSA,possible,Germanic_or_North_Germanic
211-97-1,211-97-1,,,EES;SSA,possible,Germanic_or_North_Germanic
212-97-1,212-97-1,,,EES;SSA,possible,Germanic_or_North_Germanic
208-97-1,208-97-1,,,EES,possible,Estonian
101-98-1,101-98-1,,,Sammallahti1998;SSA,clear,Finnic
102-98-1,102-98-1,,,Sammallahti1998;SSA,clear,Finnic
104-98-1,104-98-1,,,Sammallahti1998;SSA,clear,Finnic
105-98-1,105-98-1,,,Sammallahti1998;SSA,clear,Finnic
106-98-1,106-98-1,,,Sammallahti1998;SSA,clear,Finnic
107-98-1,107-98-1,,,Sammallahti1998;SSA,clear,Finnic
108-98-1,108-98-1,,,Sammallahti1998;SSA,clear,Finnic
401-99-1,401-99-1,,,TscherWb,clear,Chuvash
