ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
901-174-2,,901,174,"ŋomtüśa, ŋomtədʹa",ŋomtədʹa,,,SlNgaRus,174-f,,,,"ŋomtüśa, ŋomtədʹa","ŋomtyɕɑ, ŋomtədʲɑ ",6,,Latter 'sit down'
902-174-1,,902,174,ŋamtyo°,ŋamtyo°,,,JurSWb,174-f,,,,,,6,,
907-174-1,,907,174,āmti-,āmti-,,,SolkWb,174-f,,,,āmti-,ɑːmti-,6,,
107-174-1,,107,174,išttâd åårrad,išttâd åårrad,,,SKosSk,174-g,,,,,,1,Cf. Finnish ”istua” 'sit',"Lit. ""be seated; ""išttâd"" 'seat oneself'"
108-174-1,,108,174,ɨššte,ɨššte,,,WOLD,174-g,,,,,ɨʃːte,1,,
0-175-1,,0,175,[Not reconstructable],,,"UEW: PU *numV; however, in Ug and Sd only",UEW;Sam88,175-?,,,,,,?,[Not reconstructable],
203-175-1,,203,175,taivas,taivas,,,JL,175-a,,,,,t̪ɑiʋɑs,1,,
204-175-1,,204,175,taivas,taivas,,,KKSV,175-a,,,,,,1,,
207-175-1,,207,175,taivaz,taivaz,,,VVS,175-a,,,,,,1,,
208-175-1,,208,175,taivaz,taivaz,,,InkmSk,175-a,,,,taivaz,tɑivɑz,1,,
209-175-1,,209,175,taive̮z,taive̮z,,,VKJMS,175-a,,,,taive̮z,tɑivɤz,1,,
210-175-1,,210,175,taevas,taevas,,,SVSk,175-a,,,,,tɑevɑs,1,,
211-175-1,,211,175,taivas,taivas,,,VESr,175-a,,,,,,1,,
212-175-1,,212,175,tōvaz,tōvaz,,,LivWb,175-a,,,,,,1,,
101-175-1,,101,175,elmie,elmie,,,NSsNdb,175-b,,,,,,2,From PFU *ilma 'air',
102-175-1,,102,175,alˈbmee,alˈbmee,,,WbWlap,175-b,,,,,,2,From PFU *ilma 'air',
104-175-1,,104,175,albme,albme,,,EZ,175-b,,,,,,2,From PFU *ilma 'air',
105-175-1,,105,175,albmi,albmi,,,SSSg,175-b,,,,,,2,From PFU *ilma 'air',
106-175-1,,106,175,alme,alme,,,InsSSk,175-b,,,,,,2,From PFU *ilma 'air',
107-175-1,,107,175,âʹlmm,âʹlmm,,,SKosSk,175-b,,,,,,2,From PFU *ilma 'air',
108-175-1,,108,175,all’m,all’m,,,WOLD,175-b,,,,,alːʲm,2,From PFU *ilma 'air',
501-175-1,,501,175,jenež,jenež,,,SyrjWsch,175-b,,,,jenež,jeneʒ,2,Deriv. from PFU *ilma 'air',
503-175-1,,503,175,jene̮ž,jene̮ž,,,KoPRSl,175-b,,,,jene̮ž,jenɤʒ,2,Deriv. from PFU *ilma 'air',
504-175-1,,504,175,"in, inbam",in,,Latter comp.,WotjWsch,175-b,,,,"in, inbam","in, inbɑm ",2,From PFU *ilma 'air',
504-175-2,,504,175,"in, inbam",inbam,,Latter comp.,WotjWsch,175-b,,,,"in, inbam","in, inbɑm ",2,From PFU *ilma 'air',
102-175-2,,102,175,àibmoo,àibmoo,,,WbWlap,175-c,,,,,,3,,
301-175-1,,301,175,meńelʹ,meńelʹ,,,MordWb,175-d,,,,meńelʹ,meɲeʎ,4,,
401-175-1,,401,175,kaβa,kaβa,,,SMSk;TscherWb,175-e,,,,kaβa,kɑβɑ ,5,,
902-175-1,,902,175,num,num,,,JurSWb,175-f,,,,,,6,,"'Weather, sky, god'"
907-175-1,,907,175,nom,nom,,,SolkWb,175-f,,,,nom,nom ,6,,
601-175-1,,601,175,ég,ég,,,FMSz,175-g,,,,,eːɡ,7,From PFU *säŋi 'air',
701-175-1,,701,175,tōrəm,tōrəm,,,WogWb,175-h,,,,tōrəm,toːrəm,8,,"'God, heaven, sky, time (of the year), world, weather'"
807-175-1,,807,175,torəm,torəm,,,DEWbOstj,175-h,,,,torəm,torəm,8,,"'God, sky, air, weather'"
701-175-2,,701,175,kors,kors,,,WogWb,175-i,,,,kors,kors ,9,,
901-175-1,,901,175,ŋuə,ŋuə,,,SlNgaRus,175-j,,,,ŋuə,ŋuə ,10,,
0-176-1,,0,176,[Not reconstructable],,,PFU: *oδa-,UEW;Sam88,176-?,,,,,,?,[Not reconstructable],
105-176-1,,105,176,nohkkat,nohkkat,,,SSSg,176-a,,,,,,1,,
203-176-1,,203,176,nukkua,nukkua,,,JL,176-a,,,,,nukːuɑ,1,,
208-176-1,,208,176,nukkua,nukkua,,,InkmSk,176-a,,,,nukkua,nukːuɑ,1,,
204-176-1,,204,176,moata,moata,,,KKSV,176-b,,,,,,2,,
207-176-1,,207,176,magata,magata,,,VVS,176-b,,,,,,2,,
208-176-2,,208,176,"mammaᴅa, māᴅa",mammaᴅa,,,InkmSk,176-b,,,,"mammaᴅa, māᴅa","mɑmːɑd̥ɑ, mɑːd̥ɑ ",2,,
208-176-3,,208,176,"mammaᴅa, māᴅa",māᴅa,,,InkmSk,176-b,,,,"mammaᴅa, māᴅa","mɑmːɑd̥ɑ, mɑːd̥ɑ ",2,,
209-176-1,,209,176,makkama,makkama,,,VKJMS,176-b,,,,makkama,mɑkːɑmɑ ,2,,
210-176-1,,210,176,magada,magada,,,SVSk,176-b,,,,,mɑkɑtɑ,2,,
211-176-1,,211,176,magama ~ magahama,magama ~ magahama,,,VESr,176-b,,,,,,2,,
212-176-1,,212,176,maʾggə ~ magàtə,maʾggə ~ magàtə,,,LivWb,176-b,,,,,,2,,
204-176-2,,204,176,uinota,uinota,,,KKSV,176-c,,,,,,3,,
101-176-1,,101,176,åeredh,åeredh,,,NSsNdb,176-d,,,,,,4,,
102-176-1,,102,176,å̀ddeet,å̀ddeet,,,WbWlap,176-d,,,,,,4,,
104-176-1,,104,176,åddet ~ årret,åddet ~ årret,,,EZ,176-d,,,,,,4,,
105-176-2,,105,176,oađđit,oađđit,,,SSSg,176-d,,,,,,4,,
106-176-1,,106,176,oađđiđ,oađđiđ,,,InsSSk,176-d,,,,,,4,,
107-176-1,,107,176,vuẹʹđđed,vuẹʹđđed,,,SKosSk,176-d,,,,,,4,,
108-176-1,,108,176,vuedt’e,vuedt’e,,,WOLD,176-d,,,,,vuedːʲe,4,,
301-176-1,,301,176,udoms,udoms,,,MordWb,176-d,,,,udoms,udoms,4,,
601-176-1,,601,176,alszik,alszik,,,FMSz,176-d,,,,,ɒlsik,4,,
807-176-1,,807,176,ăla-,ăla-,,,DEWbOstj,176-d,,,,ăla-,ɑ̆lɑ- ,4,,"'Sleep, lie down'"
401-176-1,,401,176,malem,malem,,,SMSk;TscherWb,176-e,,,,malem,mɑlem,5,,
501-176-1,,501,176,uźni̮,uźni̮,,,SyrjWsch,176-f,,,,uźni̮,uʑnɯ ,6,,
503-176-1,,503,176,uźni̮,uźni̮,,,KoPRSl,176-f,,,,uźni̮,uʑnɯ ,6,,
504-176-1,,504,176,iźi̮ni̮,iźi̮ni̮,,,WotjWsch,176-f,,,,iźi̮ni̮,iʑɯnɯ,6,,
701-176-1,,701,176,χuji ~ χoji,χuji ~ χoji,,,WogWb,176-g,,,,"χuji, χoji","χuji, χoji",7,,
901-176-1,,901,176,kunduasa,kunduasa,,,SlNgaRus,176-h,,,,kunduasa,kunsuɑsɑ ,8,,
902-176-1,,902,176,xonyo°,xonyo°,,,JurSWb,176-h,,,,,,8,,
907-176-1,,907,176,qonti-,qonti-,,,SolkWb,176-h,,,,qonti-,qonti-,8,,
208-177-1,,208,177,[Form not found],,,,InkmSk,177-?,,,,,,?,[Form not found],
209-177-1,,209,177,[Form not found],,,,VKJMS,177-?,,,,,,?,[Form not found],
203-177-1,,203,177,haistaa,haistaa,,,JL,177-a,,,,,hɑist̪ɑː,1,,
204-177-1,,204,177,haistoa,haistoa,,,KKSV,177-a,,,,,,1,,
210-177-1,,210,177,haista,haista,,,SVSk,177-a,,,,,hɑistːɑ,1,,
207-177-1,,207,177,ńuhtta,ńuhtta,,,VVS,177-b,,,,,,2,,
211-177-1,,211,177,nuhutama,nuhutama,,,VESr,177-b,,,,,,2,,
212-177-1,,212,177,nūškə,nūškə,,,LivWb,177-c,,,,,,3,,
0-177-1,,0,177,*ipsi-,*ipsi-,,,UEW;Sam88,177-d,,,,,,4,,
101-177-1,,101,177,hepsedh,hepsedh,,,NSsNdb,177-d,,,,,,4,,
102-177-1,,102,177,hapˈseet,hapˈseet,,,WbWlap,177-d,,,,,,4,,
104-177-1,,104,177,happset,happset,,,EZ,177-d,,,,,,4,,
105-177-1,,105,177,haksit,haksit,,,SSSg,177-d,,,,,,4,,
106-177-1,,106,177,apseđ,apseđ,,,InsSSk,177-d,,,,,,4,,
107-177-1,,107,177,âʹpssed,âʹpssed,,,SKosSk,177-d,,,,,,4,,
108-177-1,,108,177,app’se,app’se,,,WOLD,177-d,,,,,apːʲse,4,,
401-177-1,,401,177,üpšińčam,üpšińčam,,,SMSk;TscherWb,177-d,,,,üpšińčam,ypʃiɲʧɑm ,4,,
501-177-1,,501,177,isavni̮,isavni̮,,,SyrjWsch,177-d,,,,isavni̮,isɑvnɯ,4,,
701-177-1,,701,177,ataji,ataji,,,WogWb,177-d,,,,ataji,ɑtɑji,4,,
807-177-1,,807,177,ewsintə-,ewsintə-,,,DEWbOstj,177-d,,,,ewsintə-,ewsintə- ,4,,
907-177-1,,907,177,aptäptə-,aptäptə-,,,SolkWb,177-d,,,,aptäptə-,ɑptæptə- ,4,,
301-177-1,,301,177,ńikśems,ńikśems,,,MordWb,177-e,,,,ńikśems,ɲikɕems ,5,,
503-177-1,,503,177,"zi̮navni, zi̮n ki̮le̮",zi̮navni,,,KoPRSl,177-f,,,,"zi̮navni, zi̮n_ki̮le̮","zɯnɑvni, zɯn kɯlɤ ",6,,
503-177-2,,503,177,"zi̮navni, zi̮n ki̮le̮",zi̮n ki̮le̮,,,KoPRSl,177-f,,,,"zi̮navni, zi̮n_ki̮le̮","zɯnɑvni, zɯn kɯlɤ ",6,,
504-177-1,,504,177,zi̮njani̮,zi̮njani̮,,,WotjWsch,177-f,,,,zi̮njani̮,zɯnjɑnɯ ,6,,
601-177-1,,601,177,szagol,szagol,,,FMSz,177-g,,,,,sɒɡol,7,,
901-177-1,,901,177,činüdʹa,činüdʹa,,,SlNgaRus,177-h,,,,činüdʹa,ʧinydʲɑ,8,,
902-177-1,,902,177,tyunye°,tyunye°,,,JurSWb,177-h,,,,,,8,,
105-177-2,,105,177,háistit,háistit,,,SSSg,177-i,,,,,,1,,
107-177-2,,107,177,njuʹnn’jed,njuʹnn’jed,,,SKosSk,177-j,,,,,,2,,
0-178-1,,0,178,[Not reconstructable],,,,UEW;Sam88,178-?,,,,,,?,[Not reconstructable],
104-178-1,,104,178,[Form not found],,,,EZ,178-?,,,,,,?,[Form not found],
901-178-1,,901,178,[Form not found],,,,SlNgaRus,178-?,,,,,,?,[Form not found],
203-178-1,,203,178,sileä,sileä,,,JL,178-a,,,,,sile̞æ,1,,
204-178-1,,204,178,silie,silie,,,KKSV,178-a,,,,,,1,,
207-178-1,,207,178,silʹed,silʹed,,,VVS,178-a,,,,,,1,,
208-178-1,,208,178,sil̆līä,sil̆līä,,,InkmSk,178-a,,,,sil̆līä,silˑiːæ,1,,
209-178-1,,209,178,siliä,siliä,,,VKJMS,178-a,,,,siliä,siliæ,1,,
210-178-1,,210,178,sile,sile,,,SVSk,178-a,,,,,sile,1,,
211-178-1,,211,178,sille,sille,,,VESr,178-a,,,,,,1,,
212-178-1,,212,178,kīlʹaz,kīlʹaz,,,LivWb,178-b,,,,,,2,,
102-178-1,,102,178,jalˈga,jalˈga,,,WbWlap,178-c,,,,,,3,,
107-178-1,,107,178,lääʹttes,lääʹttes,,,SKosSk,178-d,,,,,,4,,
301-178-1,,301,178,valańa,valańa,,,MordWb,178-e,,,,valańa,vɑlɑɲɑ,5,From PFU ?*wolʹV- 'to strip a tree of its bark',
501-178-1,,501,178,volʹi̮d,volʹi̮d,,,SyrjWsch,178-e,,,,volʹi̮d,voʎɯd,5,From PFU ?*wolʹV- 'to strip a tree of its bark',
503-178-1,,503,178,volʹki̮t,volʹki̮t,,,KoPRSl,178-e,,,,volʹki̮t,voʎkɯt,5,From PFU ?*wolʹV- 'to strip a tree of its bark',
504-178-1,,504,178,volʹi̮t,volʹi̮t,,,WotjWsch,178-e,,,,volʹi̮t,voʎɯt,5,From PFU ?*wolʹV- 'to strip a tree of its bark',
401-178-1,,401,178,šə̑ma,šə̑ma,,,SMSk;TscherWb,178-f,,,,šə̑ma,ʃə̠mɑ ,6,,
401-178-2,,401,178,jə̑βə̑ža,jə̑βə̑ža,,,SMSk;TscherWb,178-g,,,,jə̑βə̑ža,jə̠βə̠ʒɑ,7,,
501-178-2,,501,178,ši̮lʹi̮d,ši̮lʹi̮d,,,SyrjWsch,178-h,,,,ši̮lʹi̮d,ʃɯʎɯd,8,"Cf. Fin *siledä, not cognate",
105-178-1,,105,178,livttis,livttis,,,SSSg,178-i,,,,,,9,,
106-178-1,,106,178,li'vtes ~ liivtes,li'vtes ~ liivtes,,,InsSSk,178-i,,,,,,9,,
601-178-1,,601,178,sima,sima,,,FMSz,178-j,,,,,ʃimɒ,10,,
701-178-1,,701,178,wolʹk,wolʹk,,,WogWb,178-k,,,,wolʹk,woʎk ,11,,
807-178-1,,807,178,welʹǝχ,welʹǝχ,,,DEWbOstj,178-k,,,,welʹəχ,weʎəχ,11,,"'Smooth, even'"
807-178-2,,807,178,lawtək,lawtək,,,DEWbOstj,178-l,,,,lawtək,lɑwtək,12,,
902-178-1,,902,178,salmuy°,salmuy°,,,JurSWb,178-m,,,,,,13,,
907-178-1,,907,178,lepa ~ lēpa,lepa ~ lēpa,,,SolkWb,178-n,,,,"lepa, lēpa","lepɑ, leːpɑ",14,,"'Even, smooth'"
401-178-3,,401,178,tör,tör,,,SMSk;TscherWb,178-o,,,,tör,tør ,15,,
601-178-2,,601,178,sík,sík,,,FMSz,178-p,,,,,ʃiːk,16,,
101-178-1,,101,178,njalhkedihks,njalhkedihks,,,NSsNdb,178-q,,,,,,17,,
108-178-1,,108,178,njoll’kes’,njoll’kes’,,,WOLD,178-q,,,,,ɲolːʲkesʲ,17,,
208-178-2,,208,178,lak̆kia,lak̆kia,,,InkmSk,178-r,,,,lak̆kia,lɑkˑiɑ,18,,
209-178-2,,209,178,lʹippa,lʹippa,,,VKJMS,178-s,,,,lʹippa,ʎipːɑ,19,,
101-178-2,,101,178,sjyjjehke,sjyjjehke,,,NSsNdb,178-t,,,,,,20,,
107-178-2,,107,178,šõllâd,šõllâd,,,SKosSk,178-u,,,,,,1,,
106-178-2,,106,178,šolbad,šolbad,,,InsSSk,178-v,,,,,,21,,
902-179-1,,902,179,[No equivalent],,,No word for 'snake' in common use,JurSWb,179-0,,,,,,0,[No equivalent],
901-179-1,,901,179,[Form not found],,,,SlNgaRus,179-?,,,,,,?,[Form not found],
101-179-1,,101,179,gïermesj,gïermesj,,,NSsNdb,179-a,,,,,,1,,
102-179-1,,102,179,giärˈbmii,giärˈbmii,,,WbWlap,179-a,,,,,,1,,
104-179-1,,104,179,gierbma,gierbma,,,EZ,179-a,,,,,,1,,
105-179-1,,105,179,gearpmaš,gearpmaš,,,SSSg,179-a,,,,,,1,,
203-179-1,,203,179,käärme,käärme,,,JL,179-a,,,,,kæːrme̞,1,,
204-179-1,,204,179,keärmis,keärmis,,,KKSV,179-a,,,,,,1,,
0-179-1,,0,179,*küji,*küji,,,UEW;Sam88,179-b,,,,,,2,,
204-179-2,,204,179,kyy,kyy,,,KKSV,179-b,,,,,,2,,
301-179-1,,301,179,guj ~ kuj,guj ~ kuj,,,MordWb,179-b,,,,"guj, kuj","guj, kuj ",2,,
401-179-1,,401,179,kiške,kiške,,,SMSk;TscherWb,179-b,,,,kiške,kiʃke,2,,
501-179-1,,501,179,ki̮j,ki̮j,,,SyrjWsch,179-b,,,,ki̮j,kɯj ,2,,
504-179-1,,504,179,ki̮j,ki̮j,,,WotjWsch,179-b,,,,ki̮j,kɯj ,2,,
601-179-1,,601,179,kígyó,kígyó,,,FMSz,179-b,,,,,kiːɟoː,2,,
907-179-1,,907,179,śǖ,śǖ,,,SolkWb,179-b,,,,śǖ,ɕyː,2,,
204-179-3,,204,179,mato,mato,,,KKSV,179-c,,,,,,3,,
207-179-1,,207,179,mado,mado,,,VVS,179-c,,,,,,3,,
208-179-1,,208,179,maᴅo,maᴅo,,,InkmSk,179-c,,,,maᴅo,mɑd̥o ,3,,
209-179-1,,209,179,mato,mato,,,VKJMS,179-c,,,,mato,mɑto ,3,,
210-179-1,,210,179,uss,uss,,,SVSk,179-d,,,,,usː,4,,
212-179-1,,212,179,ùiska ~ ūśka,ùiska ~ ūśka,,,LivWb,179-d,,,,,,4,,
102-179-2,,102,179,årbma,årbma,,,WbWlap,179-e,,,,,,5,,
107-179-1,,107,179,smäʹtt,smäʹtt,,,SKosSk,179-f,,,,,,6,Quite probably from Fin ”mato” ’worm’. Minor problems in sound correspondences but semantically plausible,
301-179-2,,301,179,jozne,jozne,,,MordWb,179-g,,,,jozne,jozne,7,,
701-179-1,,701,179,ńōliɣ,ńōliɣ,,,WogWb,179-h,,,,ńōliɣ,ɲoːliɣ,8,,
807-179-1,,807,179,möŋkäm,möŋkäm,,,DEWbOstj,179-i,,,,möŋkäm,møŋkæm,9,,
211-179-1,,211,179,"tsuss', huss’",tsuss',,,VESr;SI,179-j,,,,,,10,"Connection with Est ""uss"" unclear",
211-179-2,,211,179,"tsuss', huss’",huss’,,,VESr;SI,179-j,,,,,,10,"Connection with Est ""uss"" unclear",
106-179-1,,106,179,kyev'di,kyev'di,,,InsSSk,179-k,,,,,,11,,
107-179-2,,107,179,kuʹvdd,kuʹvdd,,,SKosSk,179-k,,,,,,11,,
108-179-1,,108,179,kūvv’t,kūvv’t,,,WOLD,179-k,,,,,kuːvːʲt,11,,
208-179-2,,208,179,māhīn,māhīn,,"Deriv. of ""mā"" 'earth'",InkmSk,179-l,,,,māhīn,mɑːhiːn,12,,
503-179-1,,503,179,zmej,zmej,,,KoPRSl,179-m,,,,zmej,zmej ,13,"Cf. Rus ""zmej"" 'kind of dragon'",
211-179-3,,211,179,siug,siug,,,SI,179-n,,,,,,14,,
0-18-1,,0,18,[Not reconstructable],,,,UEW;Sam88,18-?,,,,,,?,[Not reconstructable],
203-18-1,,203,18,liha,liha,,,JL,18-a,,,,,liɦɑ,1,,
204-18-1,,204,18,liha,liha,,,KKSV,18-a,,,,,,1,,
207-18-1,,207,18,liha,liha,,,VVS,18-a,,,,,,1,,
208-18-1,,208,18,liha,liha,,,InkmSk,18-a,,,,liha,lihɑ ,1,,
209-18-1,,209,18,liha,liha,,,VKJMS,18-a,,,,liha,lihɑ,1,,
210-18-1,,210,18,liha,liha,,,SVSk,18-a,,,,,lihɑ,1,,
211-18-1,,211,18,liha,liha,,,VESr,18-a,,,,,,1,,
105-18-1,,105,18,oažži,oažži,,,SSSg,18-b,,,,,,2,,
106-18-1,,106,18,oažži,oažži,,,InsSSk,18-b,,,,,,2,,
107-18-1,,107,18,vuäʹǯˈǯ ~ vueʹǯˈǯ,vuäʹǯˈǯ ~ vueʹǯˈǯ,,,SKosSk,18-b,,,,,,2,,
108-18-1,,108,18,vuennč,vuennč,,,WOLD,18-b,,,,,vuenːtʃ,2,,
212-18-1,,212,18,vozà,vozà,,,LivWb,18-b,,,,,,2,,
101-18-1,,101,18,bearkoe,bearkoe,,,NSsNdb;Koi88,18-c,,,,,,3,Cf. PGer *bergō,
102-18-1,,102,18,beärˈgoo,beärˈgoo,,,WbWlap;Koi88,18-c,,,,,,3,Cf. PGer *bergō,
104-18-1,,104,18,bärrgo,bärrgo,,,EZ;Koi88,18-c,,,,,,3,Cf. PGer *bergō,
301-18-1,,301,18,sivelʹ,sivelʹ,,,MordWb,18-d,,,,sivelʹ,siveʎ,4,From PFP *siwi-(lʹi?),
401-18-1,,401,18,šə̑l,šə̑l,,,SMSk;TscherWb,18-d,,,,šə̑l,ʃə̠l ,4,From PFP *siwi-(lʹi?),
504-18-1,,504,18,silʹ,silʹ,,,WotjWsch,18-d,,,,silʹ,siʎ ,4,From PFP *siwi-(lʹi?),
401-18-2,,401,18,jör,jör,,,SMSk;TscherWb,18-e,,,,jör,jør ,5,,
501-18-1,,501,18,jai,jai,,,SyrjWsch,18-f,,,,jai,jɑi ,6,,
503-18-1,,503,18,jaj,jaj,,,KoPRSl;RB,18-f,,,,jaj,jɑj,6,,
601-18-1,,601,18,hús,hús,,,FMSz,18-g,,,,,huːʃ,7,,
701-18-1,,701,18,ńowəlʹ,ńowəlʹ,,,WogWb,18-h,,,,ńowəlʹ,ɲowəʎ,8,,
807-18-1,,807,18,ńoɣi̮,ńoɣi̮,,,DEWbOstj,18-i,,,,ńoɣi̮,ɲoɣɯ ,9,,
902-18-1,,902,18,ŋəmca,ŋəmca,,,JurSWb,18-j,,,,,,10,,
907-18-1,,907,18,uə̑ćə,uə̑ćə,,,SolkWb,18-k,,,,uə̑ćə,uə̠ʨə ,11,From PU,
901-18-1,,901,18,śahi̮,śahi̮,,,SlNgaRus,18-l,,,,śahi̮,ɕɑhɯ ,12,,"'Body, flesh, meat'"
0-180-1,,0,180,*lumi̮,*lumi̮,,,UEW;Sam88,180-a,,,,,,1,,
101-180-1,,101,180,lopme,lopme,,,NSsNdb,180-a,,,,,,1,,
203-180-1,,203,180,lumi,lumi,,,JL,180-a,,,,,lumi,1,,
204-180-1,,204,180,lumi,lumi,,,KKSV,180-a,,,,,,1,,
207-180-1,,207,180,lumi,lumi,,,VVS,180-a,,,,,,1,,
208-180-1,,208,180,lumi,lumi,,,InkmSk,180-a,,,,lumi,lumi ,1,,
209-180-1,,209,180,лumi,лumi,,,VKJMS,180-a,,,,lumi,lumi ,1,,
210-180-1,,210,180,lumi,lumi,,,SVSk,180-a,,,,,lumi,1,,
211-180-1,,211,180,lumi,lumi,,,VESr,180-a,,,,,,1,,
212-180-1,,212,180,luʾm ~ luʾim etc.,luʾm ~ luʾim etc.,,,LivWb,180-a,,,,,,1,,
301-180-1,,301,180,lov,lov,,,MordWb,180-a,,,,lov,lov ,1,,
401-180-1,,401,180,lum,lum,,,SMSk;TscherWb,180-a,,,,lum,lum ,1,,
501-180-1,,501,180,li̮m,li̮m,,,SyrjWsch,180-a,,,,li̮m,lɯm ,1,,
503-180-1,,503,180,li̮m,li̮m,,,KoPRSl,180-a,,,,li̮m,lɯm ,1,,
504-180-1,,504,180,li̮mi̮,li̮mi̮,,,WotjWsch,180-a,,,,li̮mi̮,lɯmɯ ,1,,
901-180-1,,901,180,dʹum,dʹum,,,SlNgaRus,180-a,,,,dʹum,dʲum ,1,,
101-180-2,,101,180,moehtege,moehtege,,,NSsNdb,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
102-180-1,,102,180,muahta,muahta,,,WbWlap,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
104-180-1,,104,180,muohta/muähtit,muohta,,,EZ,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
104-180-2,,104,180,muohta/muähtit,muähtit,,,EZ,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
105-180-1,,105,180,muohta,muohta,,,SSSg,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
106-180-1,,106,180,muota,muota,,,InsSSk,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
107-180-1,,107,180,muõtt,muõtt,,,SKosSk,180-b,,,,,,2,"cf. Rus ”motat'” 'shake, etc.'",
601-180-1,,601,180,hó,hó,,,FMSz,180-c,,,,,hoː,3,From PU *kumV 'thin snow',
701-180-1,,701,180,tūjt,tūjt,,,WogWb,180-d,,,,tūjt,tuːjt,4,,
807-180-1,,807,180,č̣ŏɣǝt,č̣ŏɣǝt,,,DEWbOstj,180-e,,,,čŏɣət,ʧŏɣət,5,,
901-180-2,,901,180,śirü,śirü,,From PU *śarV 'frozen snow',SlNgaRus,180-f,,,,śirü,ɕiry ,6,,
902-180-1,,902,180,sira,sira,,,JurSWb,180-f,,,,,,6,From PU *śarV 'frozen snow',
907-180-1,,907,180,si̮rə,si̮rə,,,SolkWb,180-f,,,,si̮rə,sɯrə ,6,From PU *śarV 'frozen snow',
108-180-1,,108,180,vēʒ,vēʒ,,,WOLD,180-g,,,,,veːdz,7,,
0-181-1,,0,181,[Not reconstructable],,,PFU: *śülki- ~ *śüδ′ki-,UEW;Sam88,181-?,,,,,,?,[Not reconstructable],
101-181-1,,101,181,tjalkedh,tjalkedh,,,NSsNdb,181-a,,,,,,1,,
102-181-1,,102,181,tjålˈgat,tjålˈgat,,,WbWlap,181-a,,,,,,1,,
104-181-1,,104,181,tjållgåt,tjållgåt,,,EZ,181-a,,,,,,1,,
105-181-1,,105,181,čolgat,čolgat,,,SSSg,181-a,,,,,,1,,
106-181-1,,106,181,čulgađ,čulgađ,,,InsSSk,181-a,,,,,,1,,
107-181-1,,107,181,čolggâd,čolggâd,,,SKosSk,181-a,,,,,,1,,
108-181-1,,108,181,čōllke,čōllke,,,WOLD,181-a,,,,,tʃoːlːke,1,,
203-181-1,,203,181,sylkeä,sylkeä,,,JL,181-a,,,,,sylke̞æ,1,,
204-181-1,,204,181,sylkie,sylkie,,,KKSV,181-a,,,,,,1,,
207-181-1,,207,181,sülkta,sülkta,,,VVS,181-a,,,,,,1,,
208-181-1,,208,181,sülkiä,sülkiä,,,InkmSk,181-a,,,,sülkiä,sylkiæ,1,,
209-181-1,,209,181,sültšimä,sültšimä,,,VKJMS,181-a,,,,sülčimä,sylʧimæ ,1,,
210-181-1,,210,181,sülitada,sülitada,,,SVSk,181-a,,,,,sylitːɑtɑ,1,,
211-181-1,,211,181,sülgämä,sülgämä,,,VESr,181-a,,,,,,1,,
212-181-1,,212,181,silʹgə ~ sülʹgə,silʹgə ~ sülʹgə,,,LivWb,181-a,,,,,,1,,
301-181-1,,301,181,śelʹgems,śelʹgems,,,MordWb,181-a,,,,śelʹgems,ɕeʎgems ,1,,
401-181-1,,401,181,šüβalam,šüβalam,,,SMSk;TscherWb,181-a,,,,šüβalam,ʃyβɑlɑm,1,,
501-181-1,,501,181,śe̮lavni̮,śe̮lavni̮,,,SyrjWsch,181-a,,,,śe̮lavni̮,ɕɤlɑvnɯ ,1,,
503-181-1,,503,181,śe̮lavni̮,śe̮lavni̮,,,KoPRSl,181-a,,,,śe̮lavni̮,ɕɤlɑvnɯ ,1,,
504-181-1,,504,181,śalani̮,śalani̮,,,WotjWsch,181-a,,,,śalani̮,ɕɑlɑnɯ,1,,
701-181-1,,701,181,salʹɣi,salʹɣi,,,WogWb,181-a,,,,salʹɣi,sɑʎɣi,1,,
807-181-1,,807,181,sö̆jǝm-,sö̆jǝm-,,,DEWbOstj,181-a,,,,sö̆jəm-,sø̆jəm-,1,,
601-181-1,,601,181,köp,köp,,,FMSz,181-b,,,,,køp,2,,
901-181-1,,901,181,śebśidʹi,śebśidʹi,,Uncertain cognacy,SlNgaRus,181-c,,,,śebśidʹi,ɕebɕidʲi ,3,,
902-181-1,,902,181,səbcyə°,səbcyə°,,,JurSWb,181-c,,,,,,3,,
907-181-1,,907,181,süəsə- ~ süəsa-,süəsə- ~ süəsa-,,,SolkWb,181-d,,,,"süəsə-, süəsa-","syəsə-, syəsɑ- ",4,,
0-182-1,,0,182,[Not reconstructable],,,,UEW;Sam88,182-?,,,,,,?,[Not reconstructable],
203-182-1,,203,182,halkaista,halkaista,,,JL,182-a,,,,,hɑlkɑist̪ɑ,1,,
204-182-1,,204,182,halata,halata,,,KKSV,182-a,,,,,,1,,
207-182-1,,207,182,haugoita,haugoita,,,VVS,182-a,,,,,,1,,
